ID,Name,NominalKV,Substation,Organization,ControlArea,FrequencySourcePriority
6159,"SCHERTZ 0",115,SCHERTZ,1_org,6_ca,0
6160,"AUSTIN 8 0",115,AUSTIN,1_org,6_ca,0
6161,"SEGUIN 1 0",500,SEGUIN,1_org,6_ca,0
6162,"SEGUIN 1 1",230,SEGUIN,1_org,6_ca,0
6163,"SEGUIN 1 2",115,SEGUIN,1_org,6_ca,0
6164,"SEGUIN 1 3",13.8,SEGUIN,1_org,6_ca,0
6165,"SEGUIN 1 4",13.8,SEGUIN,1_org,6_ca,0
6166,"SEGUIN 1 5",13.8,SEGUIN,1_org,6_ca,0
6167,"SEGUIN 1 6",13.8,SEGUIN,1_org,6_ca,0
6168,"SAN ANTON~62",115,"SAN ANTONIO",1_org,6_ca,0
6169,"SAN ANTON~75",500,"SAN ANTONIO",1_org,6_ca,0
6170,"SAN ANTON~76",230,"SAN ANTONIO",1_org,6_ca,0
6171,"SAN ANTON~77",115,"SAN ANTONIO",1_org,6_ca,0
6172,"CUERO 2 0",230,CUERO,1_org,6_ca,0
6173,"CUERO 2 1",115,CUERO,1_org,6_ca,0
6174,"SAN ANTON~10",115,"SAN ANTONIO",1_org,6_ca,0
6175,"AUSTIN 16 0",115,AUSTIN,1_org,6_ca,0
6176,"AUSTIN 39 0",115,AUSTIN,1_org,6_ca,0
6177,"SAN ANTON~73",230,"SAN ANTONIO",1_org,6_ca,0
6178,"SAN ANTON~74",115,"SAN ANTONIO",1_org,6_ca,0
6179,"SAN ANTON~58",115,"SAN ANTONIO",1_org,6_ca,0
6180,"LA VERNIA 0",115,"LA VERNIA",1_org,6_ca,0
6181,"MANOR 0",115,MANOR,1_org,6_ca,0
6182,"SAN ANTON~54",115,"SAN ANTONIO",1_org,6_ca,0
6183,"GIDDINGS 0",115,GIDDINGS,1_org,6_ca,0
6184,"AUSTIN 32 0",115,AUSTIN,1_org,6_ca,0
6185,"AUSTIN 38 0",115,AUSTIN,1_org,6_ca,0
6186,"AUSTIN 30 0",115,AUSTIN,1_org,6_ca,0
6187,"AUSTIN 28 0",115,AUSTIN,1_org,6_ca,0
6188,"COLUMBUS 0",230,COLUMBUS,1_org,6_ca,0
6189,"COLUMBUS 1",115,COLUMBUS,1_org,6_ca,0
6190,"SHINER 0",115,SHINER,1_org,6_ca,0
6191,"SAN ANTON~42",115,"SAN ANTONIO",1_org,6_ca,0
6192,"CALDWELL 0",230,CALDWELL,1_org,6_ca,0
6193,"CALDWELL 1",115,CALDWELL,1_org,6_ca,0
6194,"AUSTIN 18 0",115,AUSTIN,1_org,6_ca,0
6195,"INDUSTRY 0",115,INDUSTRY,1_org,6_ca,0
6196,"DALE 0",115,DALE,1_org,6_ca,0
6197,"SAN ANTON~51",500,"SAN ANTONIO",1_org,6_ca,0
6198,"SAN ANTON~52",230,"SAN ANTONIO",1_org,6_ca,0
6199,"SAN ANTON~53",115,"SAN ANTONIO",1_org,6_ca,0
6200,"SAN ANTON~19",115,"SAN ANTONIO",1_org,6_ca,0
6201,"SAN ANTON~47",115,"SAN ANTONIO",1_org,6_ca,0
6202,"MARTINDALE 0",115,MARTINDALE,1_org,6_ca,0
6203,"SAN ANTON~18",115,"SAN ANTONIO",1_org,6_ca,0
6204,"SAN ANTON~35",115,"SAN ANTONIO",1_org,6_ca,0
6205,"AUSTIN 29 0",115,AUSTIN,1_org,6_ca,0
6206,"LEXINGTON 0",115,LEXINGTON,1_org,6_ca,0
6207,"LEANDER 2 0",115,LEANDER,1_org,6_ca,0
6208,"AUSTIN 15 0",115,AUSTIN,1_org,6_ca,0
6209,"MICO 0",115,MICO,1_org,6_ca,0
6210,"MARBLE FAL~4",500,"MARBLE FALLS",1_org,6_ca,0
6211,"MARBLE FAL~5",230,"MARBLE FALLS",1_org,6_ca,0
6212,"MARBLE FAL~6",115,"MARBLE FALLS",1_org,6_ca,0
6213,"MARBLE FAL~7",13.8,"MARBLE FALLS",1_org,6_ca,0
6214,"MARBLE FAL~8",13.8,"MARBLE FALLS",1_org,6_ca,0
6215,"MARBLE FAL~9",13.8,"MARBLE FALLS",1_org,6_ca,0
6216,"MARBLE FA~10",13.8,"MARBLE FALLS",1_org,6_ca,0
6217,"AUSTIN 36 0",115,AUSTIN,1_org,6_ca,0
6218,"LOCKHART 0",115,LOCKHART,1_org,6_ca,0
6219,"AUSTIN 17 0",115,AUSTIN,1_org,6_ca,0
6220,"SAN ANTON~14",115,"SAN ANTONIO",1_org,6_ca,0
6221,"FALLS CITY 0",115,"FALLS CITY",1_org,6_ca,0
6222,"AUSTIN 27 0",230,AUSTIN,1_org,6_ca,0
6223,"AUSTIN 27 1",115,AUSTIN,1_org,6_ca,0
6224,"AUSTIN 23 0",115,AUSTIN,1_org,6_ca,0
6225,"SAN ANTON~39",115,"SAN ANTONIO",1_org,6_ca,0
6226,"BLANCO 0",115,BLANCO,1_org,6_ca,0
6227,"AUSTIN 24 0",115,AUSTIN,1_org,6_ca,0
6228,"SAN MARCOS 0",500,"SAN MARCOS",1_org,6_ca,0
6229,"SAN MARCOS 1",230,"SAN MARCOS",1_org,6_ca,0
6230,"SAN MARCOS 2",115,"SAN MARCOS",1_org,6_ca,0
6231,"BUDA 0",115,BUDA,1_org,6_ca,0
6232,"DEL VALLE 0",115,"DEL VALLE",1_org,6_ca,0
6233,"AUSTIN 4 0",115,AUSTIN,1_org,6_ca,0
6234,"SAN ANTON~70",500,"SAN ANTONIO",1_org,6_ca,0
6235,"SAN ANTON~71",230,"SAN ANTONIO",1_org,6_ca,0
6236,"SAN ANTON~72",115,"SAN ANTONIO",1_org,6_ca,0
6237,"BURLINGTON 0",115,BURLINGTON,1_org,6_ca,0
6238,"AUSTIN 13 0",115,AUSTIN,1_org,6_ca,0
6239,"ELMENDORF 0",500,ELMENDORF,1_org,6_ca,0
6240,"ELMENDORF 1",230,ELMENDORF,1_org,6_ca,0
6241,"ELMENDORF 2",115,ELMENDORF,1_org,6_ca,0
6242,"ELMENDORF 3",13.8,ELMENDORF,1_org,6_ca,0
6243,"ELMENDORF 4",13.8,ELMENDORF,1_org,6_ca,0
6244,"ELMENDORF 5",13.8,ELMENDORF,1_org,6_ca,0
6245,"ELMENDORF 6",13.8,ELMENDORF,1_org,6_ca,0
6246,"ELMENDORF 7",13.8,ELMENDORF,1_org,6_ca,0
6247,"ELMENDORF 8",13.8,ELMENDORF,1_org,6_ca,0
6248,"ELMENDORF 9",13.8,ELMENDORF,1_org,6_ca,0
6249,"ELMENDORF 10",13.8,ELMENDORF,1_org,6_ca,0
6250,"SAN ANTON~78",115,"SAN ANTONIO",1_org,6_ca,0
6251,"CANYON LAK~1",115,"CANYON LAKE",1_org,6_ca,0
6252,"JOHNSON CI~1",115,"JOHNSON CITY",1_org,6_ca,0
6253,"YORKTOWN 0",115,YORKTOWN,1_org,6_ca,0
6254,"AUSTIN 2 0",500,AUSTIN,1_org,6_ca,0
6255,"AUSTIN 2 1",230,AUSTIN,1_org,6_ca,0
6256,"AUSTIN 2 2",115,AUSTIN,1_org,6_ca,0
6257,"AUSTIN 2 3",13.8,AUSTIN,1_org,6_ca,0
6258,"AUSTIN 2 4",13.8,AUSTIN,1_org,6_ca,0
6259,"AUSTIN 2 5",13.8,AUSTIN,1_org,6_ca,0
6260,"AUSTIN 2 6",13.8,AUSTIN,1_org,6_ca,0
6261,"LACKLAND A~1",115,"LACKLAND AFB",1_org,6_ca,0
6262,"LIBERTY HI~1",115,LIBERTY,1_org,6_ca,0
6263,"KENEDY 0",230,KENEDY,1_org,6_ca,0
6264,"KENEDY 1",115,KENEDY,1_org,6_ca,0
6265,"CUERO 1 0",115,CUERO,1_org,6_ca,0
6266,"CUERO 1 1",13.8,CUERO,1_org,6_ca,0
6267,"CUERO 1 2",13.8,CUERO,1_org,6_ca,0
6268,"CUERO 1 3",13.8,CUERO,1_org,6_ca,0
6269,"CUERO 1 4",13.8,CUERO,1_org,6_ca,0
6270,"CUERO 1 5",13.8,CUERO,1_org,6_ca,0
6271,"CUERO 1 6",13.8,CUERO,1_org,6_ca,0
6272,"CUERO 1 7",13.8,CUERO,1_org,6_ca,0
6273,"CUERO 1 8",13.8,CUERO,1_org,6_ca,0
6274,"CUERO 1 9",13.8,CUERO,1_org,6_ca,0
6275,"SAN ANTON~31",115,"SAN ANTONIO",1_org,6_ca,0
6276,"VON ORMY 0",115,"VON ORMY",1_org,6_ca,0
6277,"KYLE 0",230,KYLE,1_org,6_ca,0
6278,"KYLE 1",115,KYLE,1_org,6_ca,0
6279,"SEGUIN 2 0",230,SEGUIN,1_org,6_ca,0
6280,"SEGUIN 2 1",115,SEGUIN,1_org,6_ca,0
6281,"UNIVERSAL ~1",115,"UNIVERSAL CITY",1_org,6_ca,0
6282,"SPICEWOOD 0",115,SPICEWOOD,1_org,6_ca,0
6283,"SAINT HEDW~1",115,"SAINT HEDWIG",1_org,6_ca,0
6284,"SAN ANTON~17",115,"SAN ANTONIO",1_org,6_ca,0
6285,"BOERNE 2 0",230,BOERNE,1_org,6_ca,0
6286,"BOERNE 2 1",115,BOERNE,1_org,6_ca,0
6287,"SAN ANTON~45",230,"SAN ANTONIO",1_org,6_ca,0
6288,"SAN ANTON~46",115,"SAN ANTONIO",1_org,6_ca,0
6289,"AUSTIN 26 0",115,AUSTIN,1_org,6_ca,0
6290,"AUSTIN 21 0",115,AUSTIN,1_org,6_ca,0
6291,"SAN ANTON~61",115,"SAN ANTONIO",1_org,6_ca,0
6292,"CEDAR CREE~1",500,"CEDAR CREEK",1_org,6_ca,0
6293,"CEDAR CREE~2",230,"CEDAR CREEK",1_org,6_ca,0
6294,"CEDAR CREE~3",115,"CEDAR CREEK",1_org,6_ca,0
6295,"CEDAR CREE~4",13.8,"CEDAR CREEK",1_org,6_ca,0
6296,"CEDAR CREE~5",13.8,"CEDAR CREEK",1_org,6_ca,0
6297,"CEDAR CREE~6",13.8,"CEDAR CREEK",1_org,6_ca,0
6298,"NEW BRAUNF~1",500,"NEW BRAUNFELS",1_org,6_ca,0
6299,"NEW BRAUNF~2",230,"NEW BRAUNFELS",1_org,6_ca,0
6300,"NEW BRAUNF~3",115,"NEW BRAUNFELS",1_org,6_ca,0
6301,"NEW BRAUNF~4",22,"NEW BRAUNFELS",1_org,6_ca,0
6302,"NEW BRAUNF~5",22,"NEW BRAUNFELS",1_org,6_ca,0
6303,"NEW BRAUNF~6",22,"NEW BRAUNFELS",1_org,6_ca,0
6304,"NEW BRAUNF~7",22,"NEW BRAUNFELS",1_org,6_ca,0
6305,"NEW BRAUNF~8",22,"NEW BRAUNFELS",1_org,6_ca,0
6306,"AUSTIN 11 0",115,AUSTIN,1_org,6_ca,0
6307,"SAN ANTON~55",115,"SAN ANTONIO",1_org,6_ca,0
6308,"HONDO 0",230,HONDO,1_org,6_ca,0
6309,"HONDO 1",115,HONDO,1_org,6_ca,0
6310,"SAN ANTON~56",115,"SAN ANTONIO",1_org,6_ca,0
6311,"NEW ULM 0",115,"NEW ULM",1_org,6_ca,0
6312,"SAN ANTON~80",115,"SAN ANTONIO",1_org,6_ca,0
6313,"AUSTIN 33 0",115,AUSTIN,1_org,6_ca,0
6314,"BULVERDE 0",115,BULVERDE,1_org,6_ca,0
6315,GEORGETOWN~3,230,GEORGETOWN,1_org,6_ca,0
6316,GEORGETOWN~4,161,GEORGETOWN,1_org,6_ca,0
6317,GEORGETOWN~5,161,GEORGETOWN,1_org,6_ca,0
6318,GEORGETOWN~6,161,GEORGETOWN,1_org,6_ca,0
6319,GEORGETOWN~7,115,GEORGETOWN,1_org,6_ca,0
6320,"SAN ANTON~81",115,"SAN ANTONIO",1_org,6_ca,0
6321,FLORESVILL~1,230,FLORESVILLE,1_org,6_ca,0
6322,FLORESVILL~2,115,FLORESVILLE,1_org,6_ca,0
6323,"SAN ANTON~41",115,"SAN ANTONIO",1_org,6_ca,0
6324,"SAN ANTON~79",115,"SAN ANTONIO",1_org,6_ca,0
6325,"BUCKHOLTS 0",115,BUCKHOLTS,1_org,6_ca,0
6326,"SOMERVILLE 0",115,SOMERVILLE,1_org,6_ca,0
6327,"WEIMAR 0",115,WEIMAR,1_org,6_ca,0
6328,"COMFORT 0",115,COMFORT,1_org,6_ca,0
6329,"NORDHEIM 0",115,NORDHEIM,1_org,6_ca,0
6330,"AUSTIN 9 0",115,AUSTIN,1_org,6_ca,0
6331,"AUSTIN 22 0",115,AUSTIN,1_org,6_ca,0
6332,"HELOTES 0",115,HELOTES,1_org,6_ca,0
6333,"SAN ANTON~64",500,"SAN ANTONIO",1_org,6_ca,0
6334,"SAN ANTON~65",230,"SAN ANTONIO",1_org,6_ca,0
6335,"SAN ANTON~66",115,"SAN ANTONIO",1_org,6_ca,0
6336,"BANDERA 0",115,BANDERA,1_org,6_ca,0
6337,"SAN ANTON~43",115,"SAN ANTONIO",1_org,6_ca,0
6338,"ROCKDALE 2 0",115,ROCKDALE,1_org,6_ca,0
6339,"CEDAR CREE~7",115,"CEDAR CREEK",1_org,6_ca,0
6340,"NIXON 0",115,NIXON,1_org,6_ca,0
6341,"CHAPPELL H~1",115,"CHAPPELL HILL",1_org,6_ca,0
6342,"ROUND ROCK~9",500,"ROUND ROCK",1_org,6_ca,0
6343,"ROUND ROC~10",230,"ROUND ROCK",1_org,6_ca,0
6344,"ROUND ROC~11",115,"ROUND ROCK",1_org,6_ca,0
6345,"AUSTIN 14 0",115,AUSTIN,1_org,6_ca,0
6346,"LEMING 0",115,LEMING,1_org,6_ca,0
6349,"AUSTIN 1 0",500,AUSTIN,1_org,6_ca,0
6350,"AUSTIN 1 1",230,AUSTIN,1_org,6_ca,0
6351,"AUSTIN 1 2",115,AUSTIN,1_org,6_ca,0
6352,"SAN ANTON~40",115,"SAN ANTONIO",1_org,6_ca,0
6353,"ROUND ROCK~8",115,"ROUND ROCK",1_org,6_ca,0
6354,"ROUND ROC~12",230,"ROUND ROCK",1_org,6_ca,0
6355,"ROUND ROC~13",115,"ROUND ROCK",1_org,6_ca,0
6356,"SAN ANTON~48",115,"SAN ANTONIO",1_org,6_ca,0
6357,"DEVINE 0",115,DEVINE,1_org,6_ca,0
6358,GEORGETOWN~1,115,GEORGETOWN,1_org,6_ca,0
6359,"BURNET 0",230,BURNET,1_org,6_ca,0
6360,"BURNET 1",115,BURNET,1_org,6_ca,0
7001,"INEZ 0",115,INEZ,1_org,7_ca,0
7002,"PASADENA 2 0",500,PASADENA,1_org,7_ca,0
7003,"PASADENA 2 1",230,PASADENA,1_org,7_ca,0
7004,"PASADENA 2 2",115,PASADENA,1_org,7_ca,0
7005,"PASADENA 2 3",13.8,PASADENA,1_org,7_ca,0
7006,"PASADENA 2 4",13.8,PASADENA,1_org,7_ca,0
7007,"PASADENA 2 5",13.8,PASADENA,1_org,7_ca,0
7008,"PASADENA 2 6",13.8,PASADENA,1_org,7_ca,0
7009,"PASADENA 2 7",13.8,PASADENA,1_org,7_ca,0
7010,"PRAIRIE VI~1",115,"PRAIRIE VIEW",1_org,7_ca,0
7011,"CONROE 1 0",115,CONROE,1_org,7_ca,0
7012,"SIMONTON 0",115,SIMONTON,1_org,7_ca,0
7013,"HOUSTON 80 0",115,HOUSTON,1_org,7_ca,0
7014,"HOUSTON 1 0",115,HOUSTON,1_org,7_ca,0
7015,"HOUSTON 1 1",18,HOUSTON,1_org,7_ca,0
7016,"HOUSTON 9 0",115,HOUSTON,1_org,7_ca,0
7017,"HOUSTON 73 0",115,HOUSTON,1_org,7_ca,0
7018,"NURSERY 0",500,NURSERY,1_org,7_ca,0
7019,"NURSERY 1",230,NURSERY,1_org,7_ca,0
7020,"NURSERY 2",115,NURSERY,1_org,7_ca,0
7021,"NURSERY 3",18,NURSERY,1_org,7_ca,0
7022,"NURSERY 4",18,NURSERY,1_org,7_ca,0
7023,"NURSERY 5",18,NURSERY,1_org,7_ca,0
7024,"NURSERY 6",18,NURSERY,1_org,7_ca,0
7025,"NURSERY 7",18,NURSERY,1_org,7_ca,0
7026,"BACLIFF 0",115,BACLIFF,1_org,7_ca,0
7027,"SPRING 1 0",115,SPRING,1_org,7_ca,0
7028,"HOUSTON 72 0",115,HOUSTON,1_org,7_ca,0
7029,"PORT LAVAC~1",230,"PORT LAVACA",1_org,7_ca,0
7030,"PORT LAVAC~2",115,"PORT LAVACA",1_org,7_ca,0
7031,"PORT LAVAC~3",13.8,"PORT LAVACA",1_org,7_ca,0
7032,"PORT LAVAC~4",13.8,"PORT LAVACA",1_org,7_ca,0
7033,"PORT LAVAC~5",13.8,"PORT LAVACA",1_org,7_ca,0
7034,"PORT LAVAC~6",13.8,"PORT LAVACA",1_org,7_ca,0
7035,"CONROE 5 0",230,CONROE,1_org,7_ca,0
7036,"CONROE 5 1",115,CONROE,1_org,7_ca,0
7037,"SUGAR LAND~5",500,"SUGAR LAND",1_org,7_ca,0
7038,"SUGAR LAND~6",230,"SUGAR LAND",1_org,7_ca,0
7039,"SUGAR LAND~7",115,"SUGAR LAND",1_org,7_ca,0
7040,"DAYTON 0",230,DAYTON,1_org,7_ca,0
7041,"DAYTON 1",115,DAYTON,1_org,7_ca,0
7042,"VICTORIA 2 0",500,VICTORIA,1_org,7_ca,0
7043,"VICTORIA 2 1",230,VICTORIA,1_org,7_ca,0
7044,"VICTORIA 2 2",115,VICTORIA,1_org,7_ca,0
7045,"VICTORIA 2 3",20,VICTORIA,1_org,7_ca,0
7046,"VICTORIA 2 4",20,VICTORIA,1_org,7_ca,0
7047,"KATY 1 0",500,KATY,1_org,7_ca,0
7048,"KATY 1 1",230,KATY,1_org,7_ca,0
7049,"KATY 1 2",115,KATY,1_org,7_ca,0
7050,"MAGNOLIA 2 0",115,MAGNOLIA,1_org,7_ca,0
7051,"HOUSTON 29 0",115,HOUSTON,1_org,7_ca,0
7052,"MISSOURI C~1",115,"MISSOURI CITY",1_org,7_ca,0
7053,"RICHMOND 1 0",115,RICHMOND,1_org,7_ca,0
7054,"HOUSTON 11 0",115,HOUSTON,1_org,7_ca,0
7055,"HOUSTON 33 0",115,HOUSTON,1_org,7_ca,0
7056,"SPRING 8 0",230,SPRING,1_org,7_ca,0
7057,"SPRING 8 1",115,SPRING,1_org,7_ca,0
7058,"POINT COMF~4",500,"POINT COMFORT",1_org,7_ca,0
7059,"POINT COMF~5",230,"POINT COMFORT",1_org,7_ca,0
7060,"POINT COMF~6",115,"POINT COMFORT",1_org,7_ca,0
7061,"POINT COMF~7",13.8,"POINT COMFORT",1_org,7_ca,0
7062,"POINT COMF~8",13.8,"POINT COMFORT",1_org,7_ca,0
7063,"POINT COMF~9",13.8,"POINT COMFORT",1_org,7_ca,0
7064,"POINT COM~10",13.8,"POINT COMFORT",1_org,7_ca,0
7065,"POINT COM~11",13.8,"POINT COMFORT",1_org,7_ca,0
7066,"POINT COM~12",13.8,"POINT COMFORT",1_org,7_ca,0
7067,"HOUSTON 28 0",115,HOUSTON,1_org,7_ca,0
7068,"EL CAMPO 0",230,"EL CAMPO",1_org,7_ca,0
7069,"EL CAMPO 1",115,"EL CAMPO",1_org,7_ca,0
7070,"HOUSTON 12 0",115,HOUSTON,1_org,7_ca,0
7071,"PORT O CON~1",115,"PORT O CONNOR",1_org,7_ca,0
7072,"DICKINSON 0",115,DICKINSON,1_org,7_ca,0
7073,"GALVESTON ~1",230,GALVESTON,1_org,7_ca,0
7074,"GALVESTON ~2",115,GALVESTON,1_org,7_ca,0
7075,"HOUSTON 10 0",115,HOUSTON,1_org,7_ca,0
7076,"BAYTOWN 2 0",500,BAYTOWN,1_org,7_ca,0
7077,"BAYTOWN 2 1",230,BAYTOWN,1_org,7_ca,0
7078,"BAYTOWN 2 2",115,BAYTOWN,1_org,7_ca,0
7079,"BAYTOWN 2 3",13.8,BAYTOWN,1_org,7_ca,0
7080,"BAYTOWN 2 4",13.8,BAYTOWN,1_org,7_ca,0
7081,"BAYTOWN 2 5",13.8,BAYTOWN,1_org,7_ca,0
7082,"BAYTOWN 2 6",13.8,BAYTOWN,1_org,7_ca,0
7083,"LEAGUE CIT~1",230,"LEAGUE CITY",1_org,7_ca,0
7084,"LEAGUE CIT~2",115,"LEAGUE CITY",1_org,7_ca,0
7085,"LIVERPOOL 0",115,LIVERPOOL,1_org,7_ca,0
7086,"HOUSTON 16 0",115,HOUSTON,1_org,7_ca,0
7087,"SUGAR LAND~1",115,"SUGAR LAND",1_org,7_ca,0
7088,"RICHMOND 2 0",115,RICHMOND,1_org,7_ca,0
7089,"HOUSTON 82 0",115,HOUSTON,1_org,7_ca,0
7090,"PINEHURST 0",115,PINEHURST,1_org,7_ca,0
7091,"PEARLAND 2 0",115,PEARLAND,1_org,7_ca,0
7092,"HOUSTON 47 0",115,HOUSTON,1_org,7_ca,0
7093,"HOUSTON 79 0",115,HOUSTON,1_org,7_ca,0
7094,"HOUSTON 49 0",115,HOUSTON,1_org,7_ca,0
7095,"WADSWORTH 0",500,WADSWORTH,1_org,7_ca,0
7096,"WADSWORTH 1",230,WADSWORTH,1_org,7_ca,0
7097,"WADSWORTH 2",115,WADSWORTH,1_org,7_ca,0
7098,"WADSWORTH 3",13.8,WADSWORTH,1_org,7_ca,0
7099,"WADSWORTH 4",13.8,WADSWORTH,1_org,7_ca,0
7100,"HOUSTON 18 0",115,HOUSTON,1_org,7_ca,0
7101,"HOUSTON 88 0",115,HOUSTON,1_org,7_ca,0
7102,"TOMBALL 1 0",115,TOMBALL,1_org,7_ca,0
7103,"HOUSTON 22 0",115,HOUSTON,1_org,7_ca,0
7104,"DEER PARK 0",500,"DEER PARK",1_org,7_ca,0
7105,"DEER PARK 1",230,"DEER PARK",1_org,7_ca,0
7106,"DEER PARK 2",115,"DEER PARK",1_org,7_ca,0
7107,"DEER PARK 3",24,"DEER PARK",1_org,7_ca,0
7108,"DEER PARK 4",24,"DEER PARK",1_org,7_ca,0
7109,"DEER PARK 5",24,"DEER PARK",1_org,7_ca,0
7110,"DEER PARK 6",24,"DEER PARK",1_org,7_ca,0
7111,"DEER PARK 7",24,"DEER PARK",1_org,7_ca,0
7112,"DEER PARK 8",24,"DEER PARK",1_org,7_ca,0
7113,"DEER PARK 9",24,"DEER PARK",1_org,7_ca,0
7114,"DEER PARK 10",24,"DEER PARK",1_org,7_ca,0
7115,"DEER PARK 11",24,"DEER PARK",1_org,7_ca,0
7116,"WALLIS 0",115,WALLIS,1_org,7_ca,0
7117,"HOUSTON 67 0",115,HOUSTON,1_org,7_ca,0
7118,"SPRING 4 0",115,SPRING,1_org,7_ca,0
7119,"SOUTH HOUS~1",115,"SOUTH HOUSTON",1_org,7_ca,0
7120,"HOUSTON 3 0",115,HOUSTON,1_org,7_ca,0
7121,"HOUSTON 3 1",18,HOUSTON,1_org,7_ca,0
7122,"HOUSTON 3 2",18,HOUSTON,1_org,7_ca,0
7123,"SEADRIFT 0",115,SEADRIFT,1_org,7_ca,0
7124,"HOUSTON 34 0",115,HOUSTON,1_org,7_ca,0
7125,"SUGAR LAND~2",500,"SUGAR LAND",1_org,7_ca,0
7126,"SUGAR LAND~3",230,"SUGAR LAND",1_org,7_ca,0
7127,"SUGAR LAND~4",115,"SUGAR LAND",1_org,7_ca,0
7128,"CONROE 7 0",115,CONROE,1_org,7_ca,0
7129,"LOLITA 0",115,LOLITA,1_org,7_ca,0
7130,"LAPORTE 0",500,"LA PORTE",1_org,7_ca,0
7131,"LAPORTE 1",230,"LA PORTE",1_org,7_ca,0
7132,"LAPORTE 2",115,"LA PORTE",1_org,7_ca,0
7133,"LAPORTE 3",13.8,"LA PORTE",1_org,7_ca,0
7134,"LAPORTE 4",13.8,"LA PORTE",1_org,7_ca,0
7135,"LAPORTE 5",13.8,"LA PORTE",1_org,7_ca,0
7136,"LAPORTE 6",13.8,"LA PORTE",1_org,7_ca,0
7137,"LAPORTE 7",13.8,"LA PORTE",1_org,7_ca,0
7138,"LAPORTE 8",13.8,"LA PORTE",1_org,7_ca,0
7139,"LAPORTE 9",13.8,"LA PORTE",1_org,7_ca,0
7140,"LAPORTE 10",13.8,"LA PORTE",1_org,7_ca,0
7141,"LAPORTE 11",13.8,"LA PORTE",1_org,7_ca,0
7142,"LAPORTE 12",13.8,"LA PORTE",1_org,7_ca,0
7143,"NEW CANEY 0",115,"NEW CANEY",1_org,7_ca,0
7144,"HOUSTON 14 0",115,HOUSTON,1_org,7_ca,0
7145,"HOUSTON 2 0",115,HOUSTON,1_org,7_ca,0
7146,"HOUSTON 2 1",13.8,HOUSTON,1_org,7_ca,0
7147,"HOUSTON 78 0",115,HOUSTON,1_org,7_ca,0
7148,"HOUSTON 40 0",115,HOUSTON,1_org,7_ca,0
7149,BLOOMINGTO~1,115,"BLOOMING GROVE",1_org,7_ca,0
7150,"WILLIS 2 0",230,WILLIS,1_org,7_ca,0
7151,"WILLIS 2 1",115,WILLIS,1_org,7_ca,0
7152,"HOUSTON 51 0",115,HOUSTON,1_org,7_ca,0
7153,"PALACIOS 0",115,PALACIOS,1_org,7_ca,0
7154,"CONROE 4 0",115,CONROE,1_org,7_ca,0
7155,"HOUSTON 52 0",115,HOUSTON,1_org,7_ca,0
7156,"SPRING 2 0",230,SPRING,1_org,7_ca,0
7157,"SPRING 2 1",115,SPRING,1_org,7_ca,0
7158,"KINGWOOD 1 0",115,KINGWOOD,1_org,7_ca,0
7159,"HOUSTON 5 0",500,HOUSTON,1_org,7_ca,0
7160,"HOUSTON 5 1",230,HOUSTON,1_org,7_ca,0
7161,"HOUSTON 5 2",115,HOUSTON,1_org,7_ca,0
7162,"HOUSTON 5 3",18,HOUSTON,1_org,7_ca,0
7163,"HOUSTON 5 4",18,HOUSTON,1_org,7_ca,0
7164,"HOUSTON 5 5",18,HOUSTON,1_org,7_ca,0
7165,"HOUSTON 5 6",18,HOUSTON,1_org,7_ca,0
7166,"HOUSTON 5 7",18,HOUSTON,1_org,7_ca,0
7167,"HOUSTON 5 8",18,HOUSTON,1_org,7_ca,0
7168,"HOUSTON 5 9",18,HOUSTON,1_org,7_ca,0
7169,"HOUSTON 5 10",18,HOUSTON,1_org,7_ca,0
7170,"HOUSTON 5 11",18,HOUSTON,1_org,7_ca,0
7171,"TEXAS CITY~1",230,"TEXAS CITY",1_org,7_ca,0
7172,"TEXAS CITY~2",115,"TEXAS CITY",1_org,7_ca,0
7173,"KINGWOOD 2 0",115,KINGWOOD,1_org,7_ca,0
7174,"HOUSTON 8 0",115,HOUSTON,1_org,7_ca,0
7175,"SPRING 7 0",500,SPRING,1_org,7_ca,0
7176,"SPRING 7 1",230,SPRING,1_org,7_ca,0
7177,"SPRING 7 2",115,SPRING,1_org,7_ca,0
7178,"HOUSTON 41 0",115,HOUSTON,1_org,7_ca,0
7179,"FRESNO 0",115,FRESNO,1_org,7_ca,0
7180,"HOUSTON 48 0",115,HOUSTON,1_org,7_ca,0
7181,"HOUSTON 58 0",115,HOUSTON,1_org,7_ca,0
7182,"PATTISON 0",115,PATTISON,1_org,7_ca,0
7183,"HOUSTON 77 0",115,HOUSTON,1_org,7_ca,0
7184,"MISSOURI C~2",230,"MISSOURI CITY",1_org,7_ca,0
7185,"MISSOURI C~3",115,"MISSOURI CITY",1_org,7_ca,0
7186,"HOUSTON 4 0",500,HOUSTON,1_org,7_ca,0
7187,"HOUSTON 4 1",230,HOUSTON,1_org,7_ca,0
7188,"HOUSTON 4 2",115,HOUSTON,1_org,7_ca,0
7189,"HOUSTON 4 3",13.8,HOUSTON,1_org,7_ca,0
7190,"HOUSTON 4 4",13.8,HOUSTON,1_org,7_ca,0
7191,"HOUSTON 4 5",13.8,HOUSTON,1_org,7_ca,0
7192,"HOUSTON 4 6",13.8,HOUSTON,1_org,7_ca,0
7193,"HOUSTON 4 7",13.8,HOUSTON,1_org,7_ca,0
